run_id,epochs,lr,batch_size,window_size,hidden_dim,fc_dim,num_layers_lstm,loop_type,c_mse,c_mae,T_PM_mse,T_PM_mae,d50_mse,d50_mae,d90_mse,d90_mae,d10_mse,d10_mae,T_TM_mse,T_TM_mae
1752709138,70,0.0005,64,20,128,64,2,open,3.115391236217026e-06,0.0010805147757832908,1.0074537652933,0.39866531291022755,1.4586736636258152e-09,3.02163260782771e-05,2.2886431100713965e-09,3.8064325109522e-05,1.8594257125666285e-09,3.444353474418883e-05,0.8928839091912802,0.3628082619045139
1752709367,70,0.001,64,5,128,64,2,closed,1.5325579680253916e-08,8.614074876834835e-05,0.011342982296970798,0.06677632125111674,8.954846388229594e-13,6.597699743820862e-07,1.7865001739693542e-12,9.311882559393418e-07,1.0577305380364473e-12,6.598321151649604e-07,0.012690574819271671,0.06397157005512007
1752709367,70,0.001,64,5,128,64,2,open,1.627031615216402e-05,0.001653880485895002,7.0110837199088945,1.1293615162199557,8.536640794905236e-10,1.853966137599109e-05,2.4468561929734216e-09,3.438553978094828e-05,3.005533379417693e-09,3.208764389157064e-05,6.335265351014267,1.0665440512036555
1752709592,70,0.001,64,10,128,64,2,closed,4.171991187080992e-08,0.00015595158666330348,0.013237032347741642,0.07786396285145405,1.0482399788407973e-12,8.282354633209947e-07,1.2711300546594707e-12,8.561358600039788e-07,8.998067062042871e-13,7.152312601487883e-07,0.01498637533588285,0.08306721278956236
1752709592,70,0.001,64,10,128,64,2,open,1.8060831380310417e-05,0.0025990533228456036,13.012811027463357,2.0195025339278785,1.1023113000495134e-08,8.613276227348468e-05,2.3607140979108723e-08,0.00012078572894167126,5.427247620953005e-09,6.377009224466898e-05,12.84316772621101,2.124797717410001
1752709823,70,0.001,64,15,128,64,2,closed,1.0740531888953342e-08,7.623277382527893e-05,0.010286545827827176,0.07424304244099734,8.540441539981203e-13,6.878848331631711e-07,9.87972319899899e-13,7.586577331164646e-07,1.6946278254260341e-12,1.0730568622942893e-06,0.010920909583877739,0.07548992219043488
1752709823,70,0.001,64,15,128,64,2,open,1.0879804316805533e-05,0.0020068989318294717,6.076678670036074,1.0949092864715158,9.624425034339902e-09,8.553525039552528e-05,6.0310204264955085e-09,6.254597577615502e-05,5.771568285527608e-09,6.371359425486076e-05,5.727312543009107,1.1011539439356794
1752710053,70,0.001,64,20,128,64,2,closed,1.9977484149127975e-08,0.00011569255199686752,0.006644096347208031,0.06195601664046665,1.464756346326194e-12,1.0254471905485299e-06,3.1177110922282705e-12,1.5255669860763185e-06,2.8974894309794844e-12,1.458675930900908e-06,0.0074707198042573255,0.06617232091072349
1752710053,70,0.001,64,20,128,64,2,open,1.1726256071474701e-05,0.002175689303476003,8.90960171856593,1.7635207537015998,3.539723484787371e-09,5.036545396979712e-05,8.391703784155537e-09,8.150627268313702e-05,3.5304652136039743e-09,5.0757649737316306e-05,5.593959800959388,1.4002015310765725
1752710281,90,0.0001,64,5,128,64,2,closed,9.134952604838272e-09,5.917670143735247e-05,0.0070898884104438125,0.05607342111374366,1.139529390548038e-12,7.837190277345419e-07,8.256259253567999e-13,6.989796281715474e-07,7.696357685246879e-13,6.364800313418264e-07,0.008530686481530141,0.05683072424271743
1752710281,90,0.0001,64,5,128,64,2,open,4.6085756325063765e-06,0.0008407712936956766,6.9459666079745634,0.9740506065105162,5.385863264633048e-09,3.9779405293485574e-05,8.111225419314301e-09,4.892303077941274e-05,9.652586112282417e-10,2.1481820225747084e-05,6.375865352510513,0.9045653834826884
1752710572,90,0.0001,64,10,128,64,2,closed,1.0318369066561955e-08,7.578994771838772e-05,0.005797510364900931,0.05023433239906542,3.891973756163732e-13,4.612526369795584e-07,8.923190179945942e-13,7.807351532671332e-07,3.9134496659073787e-13,4.768389275004924e-07,0.006217782355137526,0.04392658997952522
1752710572,90,0.0001,64,10,128,64,2,open,7.714224989866028e-07,0.00046809697295557666,0.22013855428906867,0.20069556045186793,7.00123311964375e-10,1.6995681026483758e-05,2.0032980186399705e-09,3.60737472581824e-05,4.877584297961463e-10,1.550569032480249e-05,0.20344269454387004,0.17164099757420215
1752710861,90,0.0001,64,15,128,64,2,closed,1.2855152351279258e-08,8.446334016299828e-05,0.009600289359477753,0.07340352369975331,7.530029346718037e-13,6.281081377234838e-07,6.117424424378319e-13,6.011215864417056e-07,8.930661682696639e-13,7.343602089337594e-07,0.009229374043757472,0.06517693025442259
1752710861,90,0.0001,64,15,128,64,2,open,1.9926045121868894e-06,0.0007054872482208296,0.8813959516187705,0.3879324900090574,1.7849299014512778e-09,2.4264405516985554e-05,1.40808603759458e-09,2.2945111597664105e-05,2.2744711827365626e-09,3.112947806451437e-05,0.8016185467600877,0.35505800651542485
1752711151,90,0.0001,64,20,128,64,2,closed,9.125582505530062e-09,6.030764043679676e-05,0.007540329599382462,0.0560251815539961,1.206852626793289e-12,7.89367002543931e-07,6.82468690383018e-13,6.393205137814067e-07,5.852039089064672e-13,5.652614256375466e-07,0.008012007927663338,0.04989473280164669
1752711151,90,0.0001,64,20,128,64,2,open,3.091246953028431e-06,0.0006184760117755572,3.7228219794679,0.6126795270833919,2.9648284336801884e-09,3.181976483862907e-05,6.384663903942435e-09,4.288457914177259e-05,1.617216249347037e-09,2.3616592353602488e-05,3.6300302788842145,0.5614848639892098
1752711443,90,0.0005,64,5,128,64,2,closed,6.655065134496766e-09,5.6621290742533556e-05,0.006799171844518917,0.06505971245922004,8.74938886700222e-13,7.430892170775451e-07,1.0622410067888505e-12,7.630102066150754e-07,8.329650747986251e-13,6.860240368394985e-07,0.00932018603346201,0.07411515660433592
1752711443,90,0.0005,64,5,128,64,2,open,1.884315125590182e-06,0.0006648710907037724,1.6241369096559697,0.5613539196479765,9.40426600193641e-10,2.1183497878530447e-05,1.4840325092700492e-09,2.6646867657153785e-05,1.683219891084217e-09,2.740565337282624e-05,1.622798816118936,0.5563792108206567
1752711734,90,0.0005,64,10,128,64,2,closed,8.364032443816047e-09,6.567546042942803e-05,0.003805811098227793,0.04531716484652031,6.686280556815921e-13,5.5083348746974e-07,1.151386782630829e-12,8.308705177419491e-07,5.071546795389396e-13,5.268203184565248e-07,0.00521880257032316,0.0528736046247479
1752711734,90,0.0005,64,10,128,64,2,open,1.0430363018422238e-05,0.001485846803349599,5.7701075603239165,1.1014297925436733,1.7315078634010754e-09,2.6335795865201088e-05,3.6488879314560607e-09,4.1213076732721224e-05,1.3543004689678494e-09,2.4107323590000188e-05,5.223475316188905,1.0425896309059022
1752712023,90,0.0005,64,15,128,64,2,closed,1.4920405516390732e-08,7.603145350319045e-05,0.00324222335342314,0.03992655627500939,1.0904104740752544e-12,8.330294302550618e-07,5.297840822750728e-13,5.54120153492281e-07,1.1571780500558523e-12,9.07391363661639e-07,0.0029702578934471726,0.03490811000738642
1752712023,90,0.0005,64,15,128,64,2,open,1.9336405051146296e-05,0.0024921574717830294,11.347818063385649,1.8193890796863514,6.546209905224749e-09,4.909220628736848e-05,1.1263720518577832e-08,6.666415903838412e-05,2.376110547304668e-09,3.7776496670676285e-05,10.513199814994103,1.7306361863602517
1752712318,90,0.0005,64,20,128,64,2,closed,8.228807121077237e-09,6.810327608784285e-05,0.006862811985331372,0.05287995516856071,1.6328741735237553e-12,1.0169293902500162e-06,1.3028954335095362e-12,9.45899425565516e-07,5.074288819836043e-13,5.320540095539263e-07,0.007371018492494833,0.051540947477245816
1752712318,90,0.0005,64,20,128,64,2,open,9.122331117482287e-05,0.006767225828880787,89.62231189863488,6.833104647902987,3.5747551774821174e-08,0.00015092814376629543,6.514575148114121e-08,0.0002036692274652841,5.324864448371004e-09,5.4709413891130544e-05,86.00389427253046,6.633722496062006
