run_id,loop_type,c_mse,c_mae,T_PM_mse,T_PM_mae,d50_mse,d50_mae,d90_mse,d90_mae,d10_mse,d10_mae,T_TM_mse,T_TM_mae
1752707042,closed,1.0942487364820923e-07,0.0002754529642798209,0.05978515212841477,0.18687082770294164,8.137080195655055e-13,7.027827889468378e-07,2.1152294146124478e-12,1.1246606540112687e-06,1.1243353867405733e-12,8.393622860208064e-07,0.07719804039280022,0.2021377418104131
1752707042,open,6.796592481017061e-06,0.0018881492290172802,2.439297742381186,1.0116462547332623,4.060283923923186e-10,1.6591247708840538e-05,2.212832414283939e-09,3.801043814160922e-05,2.1539961863970196e-09,3.5326938656358634e-05,2.1615977750435142,0.9200445262914684
1752707208,closed,9.110364674564176e-08,0.00025262692538754024,0.06464898348436499,0.2019164823926891,9.651174948040028e-13,7.683107426948126e-07,2.1763616030121418e-12,1.187480431399636e-06,2.706307594290488e-12,1.3398925292534958e-06,0.06030130728179267,0.17422552562227003
1752707208,open,2.5317308020093898e-06,0.0013490326623038069,0.5348934370852075,0.5409168929086743,3.300970362609037e-09,4.089435431551967e-05,4.2047095753423853e-10,1.619043198814264e-05,1.4960144909708125e-09,3.11697717526809e-05,0.4615328350640896,0.4863948252673623
1752707376,closed,1.0049517297014239e-07,0.0002743965163470051,0.045426863570465825,0.14887856908449723,9.508676214366814e-13,7.593563078766907e-07,2.183983419664629e-12,1.1234939195834807e-06,1.4789814370320941e-12,9.436069230926425e-07,0.0824661862082292,0.18883556851236585
1752707376,open,2.7896882733015787e-06,0.0014165338838876094,0.3682929525659754,0.46383257443821063,1.0854106189528751e-09,2.510477815462692e-05,7.425932256422806e-10,2.1662430784185193e-05,6.989646553046243e-10,2.231186654007258e-05,0.3817736175322236,0.46829774944482505
1752707543,closed,1.3881115119953121e-07,0.0003327183609071343,0.04576374609558605,0.16230585338817963,9.60908261005606e-13,7.645248365307933e-07,1.3675930591406315e-12,9.214498513391548e-07,1.9915717616639155e-12,1.0860095729504314e-06,0.0480451859924184,0.1681255457262482
1752707543,open,4.60217290566164e-06,0.0016338097963655251,2.5944787262666904,1.067556913520625,2.9700588398731144e-09,3.3180809244692915e-05,6.310185623567857e-09,4.762873469174263e-05,3.6157334338846883e-10,1.416770616672659e-05,2.433919742354103,1.0300351193212447
1752707772,closed,9.652530872013789e-08,0.00024636188340335146,0.07778445811630429,0.21457481741680146,1.2709582563110844e-12,7.924422622371055e-07,1.7836055436805063e-12,9.778180609578186e-07,2.8247296013487487e-12,1.2439956513310741e-06,0.07713017843021114,0.21103757024320582
1752707772,open,1.0806196185531137e-06,0.0009116229510861036,0.23632743473934562,0.4104072165426217,1.4288251888213603e-10,9.373154696589561e-06,3.478319527015039e-10,1.391001801141476e-05,2.317284016691515e-10,1.1137827099257837e-05,0.2540150809645764,0.4295516745007262
1752707999,closed,1.388446980477379e-07,0.0003144443569756908,0.07134696052131331,0.2149014743836527,1.1212440605025893e-12,7.751685697092553e-07,2.096044165327302e-12,1.147142608513116e-06,1.637294704628865e-12,9.288985596249711e-07,0.07208371976682819,0.22386309053610146
1752707999,open,1.4995272216653515e-06,0.0010620642599643887,0.2920060261884419,0.45708419026105074,1.4758481832338075e-10,9.878532988714267e-06,3.9829642450911505e-10,1.638207329643411e-05,4.822151122230366e-10,1.7003824740776883e-05,0.3150098898826218,0.4772892617557164
1752708230,closed,1.2035693743613624e-07,0.00028881262817253265,0.07231600555938614,0.19853392724080632,1.7825088174451149e-12,9.168337869442105e-07,3.0917460200802683e-12,1.3014714812510967e-06,2.516968244489693e-12,1.1684841039323389e-06,0.06854398078027264,0.19977268100241963
1752708230,open,1.6961464243442295e-06,0.0011405072024071761,0.49146741337772126,0.5886689103465798,5.150934296169908e-10,1.6571076529601057e-05,6.778404105077576e-10,2.064346566348868e-05,1.032622467283796e-09,2.503470885438125e-05,0.4604578775775928,0.569383612675497
1752708457,closed,6.514623734785662e-08,0.00021450104610117965,0.02294140212451146,0.11345136871852096,8.807307788251996e-13,7.39951727925761e-07,1.2500267860909912e-12,8.855057805385312e-07,6.309525862356762e-13,6.151004724305005e-07,0.03300243835896405,0.12083835614872543
1752708457,open,2.4129767765125956e-06,0.0011829094995277618,0.728236911169637,0.6542389845373977,8.445748121655746e-10,2.4015226803881915e-05,1.1538732747108562e-09,2.8898377440323177e-05,1.2262535842271037e-09,2.955712191106019e-05,0.7688576256235533,0.6731195783924947
1752708688,closed,6.591751375339164e-08,0.00019997482895062524,0.0488653664365644,0.18034967073030872,1.2894537162896e-12,8.983979149340137e-07,1.4326289558631648e-12,9.597872796756212e-07,2.0446301220644584e-12,1.1220112116057701e-06,0.06561867200065134,0.1899820622366827
1752708688,open,1.740401444630408e-06,0.0010343556305376304,0.9296643151842038,0.756079975791287,4.714447240495574e-10,1.6808979801374128e-05,7.413976718488457e-10,2.2396943530650915e-05,5.66105388543602e-10,1.8714425681626935e-05,0.9292616374798273,0.7490610895716776
1752708914,closed,6.330739226389791e-08,0.0002003203240253185,0.045065576416566465,0.16201308695521904,9.169170750694773e-13,7.50200992023682e-07,1.879873243237165e-12,1.0134687195062994e-06,2.2256976898369363e-12,1.121712668174649e-06,0.07174485024548276,0.18864778291255851
1752708914,open,3.4663424799955633e-06,0.001469403743503451,1.3365887445651332,0.8721787558259539,3.351057516785828e-10,1.3580761071240848e-05,1.9040022233063687e-09,3.389227925514106e-05,4.798537811854597e-10,1.712460544212828e-05,1.4106509711206587,0.8895231410918856
1752709138,closed,6.695120343192261e-08,0.00021556706841479591,0.0482288232044127,0.1641400942050428,1.46397500493332e-12,9.357523740265374e-07,1.9218831593746427e-12,1.0432866187837689e-06,1.2125771981725075e-12,9.128881472406667e-07,0.06320034994713428,0.17422555113179303
1752709138,open,3.81433702278777e-06,0.0014439312235657927,1.1387883094324522,0.6958830479978061,2.8097696002483134e-10,1.3160205917840533e-05,3.3367147139096826e-09,4.1434583915341965e-05,3.867081630877737e-10,1.512278158771027e-05,1.120132626911252,0.6772588550637044
1752709367,closed,1.0660136862534967e-07,0.00026858804271740193,0.04330985867184289,0.14803520221527014,1.5364333474811947e-12,8.783851825041753e-07,2.822720285427677e-12,1.3038788695304711e-06,1.6828343145899678e-12,9.796814488467028e-07,0.052070364146208734,0.14908648112111808
1752709367,open,1.0946189534162407e-05,0.0022480002360162864,2.7771787371128336,1.076927133243598,5.414893454401397e-10,1.607351937853361e-05,1.3778707787261411e-09,2.7041745973128742e-05,1.5453793693824455e-09,2.6246033111955227e-05,2.5806971406414463,1.0430141472014183
1752709592,closed,1.3799275016266125e-07,0.0003391832650879376,0.03736045266538157,0.15383255278338437,7.660841034837684e-13,6.673360209744306e-07,2.5009418489890184e-12,1.1853781686270832e-06,2.0501757432510475e-12,1.0989467863684996e-06,0.06607665057831372,0.17831581550104036
1752709592,open,1.3974044580059896e-05,0.002998689335622193,6.568595907512566,1.8223080217181444,5.53220530135857e-09,5.889815725201882e-05,1.5434757594512442e-08,9.944331982604987e-05,1.063070722136134e-09,2.742090458160576e-05,6.450810565792923,1.8113678043699166
1752709823,closed,7.618542756871198e-08,0.0002344991090577188,0.04671447482447162,0.15462696949295657,1.1238410595909435e-12,8.23919908875397e-07,2.0588366089691446e-12,1.095271019799961e-06,2.272247652682964e-12,1.1668247944949306e-06,0.06280038597831651,0.1664640744473227
1752709823,open,4.580265069771337e-06,0.001712361211219065,1.619895608097826,0.9174602995796245,2.6068317578576963e-09,4.222465068352554e-05,2.5359499361750414e-09,3.9531633432097585e-05,2.4330008396590517e-09,4.1829429526995374e-05,1.6992394717828585,0.9392777337951324
1752710053,closed,7.564547764423879e-08,0.0002226298065310915,0.03562612105890239,0.14408823458476716,5.49467683902408e-13,5.771255123247828e-07,1.5015117405332286e-12,9.826424550730994e-07,6.768599214198661e-13,6.330965392274059e-07,0.05762482160798066,0.16818768669601333
1752710053,open,3.7496800155295767e-06,0.0015456251290435318,1.471859000301087,0.8195946475886808,5.987865328016878e-10,1.954904882006379e-05,2.6608480171990703e-09,4.48615849938659e-05,1.1563895657348348e-09,2.763916745664051e-05,1.180141784979997,0.760886614910138
1752710281,closed,1.3006405425852333e-07,0.00031499196554111183,0.034299783040710206,0.12931887369784484,6.626568437363275e-13,6.357283048526622e-07,7.76638907007982e-13,6.812389820772332e-07,7.764857674231999e-13,6.778186138464466e-07,0.04146673566244021,0.1486753221430847
1752710281,open,6.360659273020181e-06,0.0018796675243486956,3.606652042326883,1.1689198214654115,3.0421169622613277e-09,3.5287052995704534e-05,7.369746554952198e-09,5.3779879108616606e-05,3.803625491097522e-10,1.413245903997612e-05,3.2167104302660183,1.1189521995002079
1752710572,closed,8.567845705727606e-08,0.0002220935067233715,0.06229409624762097,0.19207141482858575,7.853829971682113e-13,6.960844009179642e-07,2.43378123117402e-12,1.1445498336594262e-06,1.2599795557743394e-12,8.898901989605645e-07,0.06465655081267434,0.19306672788901436
1752710572,open,1.0693195403144775e-06,0.0008670244173794265,0.3157478693398505,0.4790981322698303,1.971177939515511e-10,1.0866994562270357e-05,7.373879551960722e-10,2.16053941989363e-05,2.6401463733361105e-10,1.190097541987507e-05,0.31985465043210887,0.4778995490932108
1752710861,closed,7.725250089460298e-08,0.00021542167394243255,0.08886187956714188,0.2407197029200313,8.030039893663363e-13,6.745642879519714e-07,1.3070866235606521e-12,8.776646725760415e-07,8.471052378334382e-13,7.169773459704238e-07,0.09062239972544135,0.23019512929282193
1752710861,open,2.1677413640359008e-06,0.0012392857263528723,0.3215233860141198,0.4505665465702302,8.600895702467802e-10,2.052992226660766e-05,2.9858752380222405e-10,1.2664349916762476e-05,1.4197842184177871e-09,2.6345005843823122e-05,0.3086821381787238,0.4434363432543195
1752711151,closed,1.1640907355137266e-07,0.00028235938304258456,0.06413967898976133,0.20102425278161423,1.2240796945302236e-12,8.282338337389402e-07,1.3015730355929416e-12,8.694641927129789e-07,9.97061944785738e-13,7.799520547775797e-07,0.07305448336028289,0.2122134662883406
1752711151,open,1.4249572268491268e-06,0.0010380273795971278,0.3315445959275932,0.46689674794715785,1.351936836407965e-09,2.44317268760374e-05,1.1784996854523803e-09,2.4357239145158257e-05,1.2507704689662367e-09,2.1471223955094278e-05,0.3340960662223155,0.4728297972243256
1752711443,closed,5.364015586410242e-08,0.00019051714059630935,0.027367642220468415,0.13251590874665886,8.886348607687334e-13,7.471421633780712e-07,1.6636672835045983e-12,9.632496420059153e-07,9.963437035376345e-13,7.963575209350599e-07,0.04402460365493148,0.14830238601607806
1752711443,open,1.6601182457122562e-06,0.0011291852310425724,0.9356670275101853,0.7214943918673236,2.833508816774012e-10,1.234777633105258e-05,4.83936400368029e-10,1.7034552735485698e-05,8.987828235223802e-10,2.0778826419749213e-05,0.9280656524529725,0.7279835727925014
1752711734,closed,7.287136726630676e-08,0.00021141143270941458,0.03853629795826859,0.15592029874522376,8.530039502216513e-13,6.662444587936026e-07,2.0623241943469193e-12,1.0949360821022976e-06,1.1832242011648754e-12,8.791695934012489e-07,0.053281350231752726,0.17737904586209227
1752711734,open,1.8747691961851335e-05,0.0029303206505510476,6.181424424612819,1.622481772006288,3.801721941712764e-10,1.4318681386570708e-05,4.868824405057594e-09,4.83292290688752e-05,3.510286687936463e-10,1.4886231544730781e-05,5.841509587959276,1.58595514629981
1752712023,closed,6.721051831902808e-08,0.00020593322859059702,0.03788265555025072,0.15050252727063693,1.118404560606781e-12,7.796792272068266e-07,1.548985945398297e-12,9.286185872335509e-07,2.0368654634584465e-12,1.0603776977909483e-06,0.0481536117748546,0.1520697342735247
1752712023,open,4.557449575989917e-06,0.0016218253721454734,1.2583337035993944,0.7990144487899608,5.27873648458083e-10,1.8158199113964785e-05,1.4259009712015106e-09,2.9119090829799716e-05,7.729707868377722e-10,2.2457656396605088e-05,1.1700901187320543,0.7726702527283701
1752712318,closed,5.5191805464226104e-08,0.00018732583088052206,0.03233436600068793,0.1273062444707747,1.16001880615231e-12,8.53033497813894e-07,1.814086598377937e-12,1.0378397314628525e-06,1.4531419659514577e-12,9.368010628511613e-07,0.04610539071320581,0.15017381255612688
1752712318,open,1.307973760950223e-05,0.002914391354094789,11.760623699003665,2.601039637823493,9.138891209182636e-09,8.092774389958643e-05,2.108643408204711e-08,0.00011781061034439467,1.4565903351083404e-09,2.9022653255790737e-05,11.421181717894315,2.5524581293729547
1752712614,closed,5.773356256313315e-08,0.00020047459579640615,0.03764589926152559,0.14699331255916412,1.0182794572328825e-12,7.141942835693906e-07,2.142293063121932e-12,1.0708171182433528e-06,1.7212752441306287e-12,9.54764942841278e-07,0.048492721007984525,0.14631581422672085
1752712614,open,1.4055413840743904e-06,0.0009652186020637078,0.3497322929514014,0.4577025137750347,2.6727747011428165e-10,1.1694649275903924e-05,3.9269829308837625e-10,1.580901744103088e-05,5.430528543693927e-10,2.0202775171895288e-05,0.36354422546097764,0.4728951781557749
1752712903,closed,8.247467632512889e-08,0.0002277352106290984,0.04113576401466981,0.1593620823653665,2.493419665586413e-12,1.1392965429403916e-06,3.873331299818124e-12,1.367777749160233e-06,3.490678064715887e-12,1.288535199979605e-06,0.059837953997431685,0.16776106568628088
1752712903,open,2.1392599412775996e-06,0.0011519250465646432,0.5497655659475974,0.5444453452154737,4.742485411683538e-10,1.8110059081226742e-05,6.041491674032527e-10,2.010598718257552e-05,1.16547095603445e-09,2.7695900746899704e-05,0.5284874921214646,0.5099063122285759
1752713193,closed,7.661757827766154e-08,0.00022466785530833925,0.03906285670855061,0.16625895155090512,1.2799136198448372e-12,8.782960133819308e-07,2.8496258988047154e-12,1.2948727020463593e-06,2.322503147484831e-12,1.212606948568091e-06,0.05498112411425225,0.1834022066319475
1752713193,open,2.355864036150363e-06,0.0011895462036697903,1.199776062751381,0.8485427519666044,6.026530235017589e-10,2.0611875245996386e-05,1.6508107787344184e-09,3.161082019891403e-05,1.8699430386186995e-09,3.7618020911606984e-05,1.121168793723396,0.8075254061530989
1752713482,closed,8.556199201138803e-08,0.00024211913128411035,0.04239440970388354,0.15496902794726816,1.8126471398116105e-12,9.556858293330417e-07,3.0931530561926405e-12,1.2258502444649933e-06,2.275200717700609e-12,1.2027380580040197e-06,0.047538461487399694,0.14843431850800995
1752713482,open,5.426101582394833e-06,0.0017447393786162943,0.6541319435387525,0.5650031700224319,6.309156105756928e-10,1.7938865136533027e-05,5.384288523377264e-10,1.6975297367539117e-05,5.990800433265005e-10,1.907294597648137e-05,0.5672399606012722,0.5208788050717866
